Run,Alias,Assay Type,AvgSpotLen,BioProject,BioSample,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Depth,Description,diss_oxygen,ENA_CHECKLIST,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,env_biome,env_feature,env_package,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,nitrate,Organism,phosphate,Platform,ReleaseDate,salinity,sample_acc,Sample Name,sample_name,silicate,SRA_accession,SRA Study,temp,title,total_depth_water_col,chlorophyll
ERR833301,jcvi_cn_GS027_0.1,WGS,1647,PRJEB8968,SAMEA3313095,J CRAIG VENTER INSTITUTE,2004-02-04T17:41:00+00:00,public,"fastq,sra","ena,s3,gs,ncbi","ncbi.public,ena,gs.US,s3.us-east-1",2,"Water sample taken on 2004-02-04T17:41:00+00:00 from site GS027 (lat:-1.232\, long:-90.429)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm\, 0.8µ...",6.4,ERC000011,2015-09-05,2018-11-16,ocean biome,coastal ocean,water,ERX913391,uncalculated,uncalculated,"South Pacific Ocean:Eastern Galapagos Islands Marine Ecoregion:Devil's Crown\, Floreana Island\, Galapagos",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:20Z,public,AB 3730xL Genetic Analyzer,1.232 S 90.429 W,GS027_0.1_sanger_2.0KB,PAIRED,RANDOM,GENOMIC,177,119,5.5,marine metagenome,0.16,CAPILLARY,2015-09-06T00:00:00Z,34.9,ERS689157,SAMEA3313095,ERS689157,1.2,ERS689157,ERP010013,25.5,GS027 0.1µm,2.3,0.4
ERR833303,jcvi_cn_GS029_0.1,WGS,1635,PRJEB8968,SAMEA3313097,J CRAIG VENTER INSTITUTE,2004-02-09T00:03:00+00:00,public,"fastq,sra","ena,ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1,ena",1.9,"Water sample taken on 2004-02-09T00:03:00+00:00 from site GS029 (lat:-0.203333333\, long:-90.8371)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µ...",5.2,ERC000011,2015-09-05,2018-11-16,ocean biome,coastal ocean,water,ERX913393,uncalculated,uncalculated,"South Pacific Ocean:Eastern Galapagos Islands Marine Ecoregion:North James Bay\, Santiago Island\, Galapagos",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:20Z,public,AB 3730xL Genetic Analyzer,0.203333333 S 90.8371 W,GS029_0.1_sanger_1.3KB,PAIRED,RANDOM,GENOMIC,103,69,3.3,marine metagenome,0.0015,CAPILLARY,2015-09-06T00:00:00Z,34.5,ERS689159,SAMEA3313097,ERS689159,1.7,ERS689159,ERP010013,26.2,GS029 0.1µm,12,0.4
ERR833304,jcvi_cn_GS030_0.1,WGS,1648,PRJEB8968,SAMEA3313098,J CRAIG VENTER INSTITUTE,2004-02-09T17:42:00+00:00,public,"fastq,sra","ena,gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US,ena",17,"Water sample taken on 2004-02-09T17:42:00+00:00 from site GS030 (lat:0.278\, long:-91.64666667)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm\, ...",4.5,ERC000011,2015-09-05,2018-11-16,ocean biome,warm seep,water,ERX913394,uncalculated,uncalculated,"North Pacific Ocean:Western Galapagos Islands Marine Ecoregion:Warm seep off Roca Redonda\, Galapagos",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:20Z,2018-03-09T13:30:50Z,public,AB 3730xL Genetic Analyzer,0.278 N 91.64666667 W,GS030_0.1_sanger_1.3KB,PAIRED,RANDOM,GENOMIC,285,191,0.71,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,34.5,ERS689160,SAMEA3313098,ERS689160,1.2,ERS689160,ERP010013,26.9,GS030 0.1µm,19,0.47
ERR833305,jcvi_cn_GS030_0.1,WGS,1746,PRJEB8968,SAMEA3313098,J CRAIG VENTER INSTITUTE,2004-02-09T17:42:00+00:00,public,"sra,fastq","ncbi,ena,gs,s3","gs.US,s3.us-east-1,ncbi.public,ena",17,"Water sample taken on 2004-02-09T17:42:00+00:00 from site GS030 (lat:0.278\, long:-91.64666667)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm\, ...",4.5,ERC000011,2015-09-05,2018-11-16,ocean biome,warm seep,water,ERX913395,uncalculated,uncalculated,"North Pacific Ocean:Western Galapagos Islands Marine Ecoregion:Warm seep off Roca Redonda\, Galapagos",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:20Z,2018-03-09T13:30:50Z,public,AB 3730xL Genetic Analyzer,0.278 N 91.64666667 W,GS030_0.1_sanger_1.6KB,PAIRED,RANDOM,GENOMIC,0,0,0.71,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,34.5,ERS689160,SAMEA3313098,ERS689160,1.2,ERS689160,ERP010013,26.9,GS030 0.1µm,19,0.47
ERR833309,jcvi_cn_GS033_0.1,WGS,1638,PRJEB8968,SAMEA3313101,J CRAIG VENTER INSTITUTE,2004-02-17T19:35:00+00:00,public,"fastq,sra","gs,ncbi,s3,ena","ena,gs.US,s3.us-east-1,ncbi.public",0.16,"Water sample taken on 2004-02-17T19:35:00+00:00 from site GS033 (lat:-1.24\, long:-90.44166667)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm\, ...",0.6,ERC000011,2015-09-05,2018-11-16,ocean biome,hypersaline pond,water,ERX913399,uncalculated,uncalculated,"South Pacific Ocean:Eastern Galapagos Islands Marine Ecoregion:Punta Cormorant lagoon\, Floreana\, Galapagos",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:20Z,public,AB 3730xL Genetic Analyzer,1.24 S 90.44166667 W,GS033_0.1_sanger_1.8KB,PAIRED,RANDOM,GENOMIC,545,364,0.23,marine metagenome,0.68,CAPILLARY,2015-09-06T00:00:00Z,33.8,ERS689163,SAMEA3313101,ERS689163,45.4,ERS689163,ERP010013,37.6,GS033 0.1µm,0.33,0.31
ERR833311,jcvi_cn_GS034_0.1,WGS,1570,PRJEB8968,SAMEA3313102,J CRAIG VENTER INSTITUTE,2004-02-19T23:06:00+00:00,public,"fastq,sra","ena,s3,gs,ncbi","ena,ncbi.public,gs.US,s3.us-east-1",2,"Water sample taken on 2004-02-19T23:06:00+00:00 from site GS034 (lat:-0.399666667\, long:-90.29266667)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration throug...",5.5,ERC000011,2015-09-05,2018-11-16,ocean biome,coastal ocean,water,ERX913401,uncalculated,uncalculated,"South Pacific Ocean:Eastern Galapagos Islands Marine Ecoregion:North Seamore Island\, Galapagos",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:19Z,2018-03-09T13:29:28Z,public,AB 3730xL Genetic Analyzer,0.399666667 S 90.29266667 W,GS034_0.1_sanger_1.8KB,PAIRED,RANDOM,GENOMIC,101,69,2.2,marine metagenome,0.042,CAPILLARY,2015-09-06T00:00:00Z,33.8,ERS689164,SAMEA3313102,ERS689164,1.2,ERS689164,ERP010013,27.5,GS034 0.1µm,35,0.36
ERR833314,jcvi_cn_GS037_0.1,WGS,1710,PRJEB8968,SAMEA3313105,J CRAIG VENTER INSTITUTE,2004-03-17T22:38:00+00:00,public,"fastq,sra","ena,gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1,ena",1.6,"Water sample taken on 2004-03-17T22:38:00+00:00 from site GS037 (lat:-1.981166667\, long:-95.0295)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µ...",7.9,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913404,uncalculated,uncalculated,"South Pacific Ocean:South Pacific Ocean:200mi from Galapagos Islands\, near TOGA bouy",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:21Z,public,AB 3730xL Genetic Analyzer,1.981166667 S 95.0295 W,GS037_0.1_sanger_1.5KB,PAIRED,RANDOM,GENOMIC,55,36,4.1,marine metagenome,0.11,CAPILLARY,2015-09-06T00:00:00Z,34.2,ERS689167,SAMEA3313105,ERS689167,1.7,ERS689167,ERP010013,28,GS037 0.1µm,3300,0.21
ERR833316,jcvi_cn_GS039_0.1,WGS,1794,PRJEB8968,SAMEA3313107,J CRAIG VENTER INSTITUTE,2004-03-19T22:11:00+00:00,public,"fastq,sra","ena,gs,ncbi,s3","ncbi.public,ena,gs.US,s3.us-east-1",1.8,"Water sample taken on 2004-03-19T22:11:00+00:00 from site GS039 (lat:-3.3532\, long:-101.3813333)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm...",9.1,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913406,uncalculated,uncalculated,South Pacific Ocean:South Pacific Ocean:600mi from Galapagos Islands,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:21Z,public,AB 3730xL Genetic Analyzer,3.3532 S 101.3813333 W,GS039_0.1_sanger_2.0KB,PAIRED,RANDOM,GENOMIC,84,54,3.6,marine metagenome,0.063,CAPILLARY,2015-09-06T00:00:00Z,34.6,ERS689169,SAMEA3313107,ERS689169,1.3,ERS689169,ERP010013,28.7,GS039 0.1µm,2800,0.23
ERR833318,jcvi_cn_GS041_0.1,WGS,1788,PRJEB8968,SAMEA3313109,J CRAIG VENTER INSTITUTE,2004-03-21T22:31:00+00:00,public,"fastq,sra","s3,gs,ncbi,ena","gs.US,s3.us-east-1,ena,ncbi.public",1.8,"Water sample taken on 2004-03-21T22:31:00+00:00 from site GS041 (lat:-5.943433333\, long:-108.6906333)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration throug...",6.6,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913408,uncalculated,uncalculated,South Pacific Ocean:South Pacific Ocean:1000mi from Galapagos Islands,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:21Z,public,AB 3730xL Genetic Analyzer,5.943433333 S 108.6906333 W,GS041_0.1_sanger_2.0KB,PAIRED,RANDOM,GENOMIC,82,54,5,marine metagenome,0.15,CAPILLARY,2015-09-06T00:00:00Z,35,ERS689171,SAMEA3313109,ERS689171,2,ERS689171,ERP010013,28,GS041 0.1µm,3000,0.17
ERR833320,jcvi_cn_GS043_0.1,WGS,1760,PRJEB8968,SAMEA3313111,J CRAIG VENTER INSTITUTE,2004-03-25T00:27:00+00:00,public,"fastq,sra","ncbi,ena,gs,s3","ncbi.public,gs.US,s3.us-east-1,ena",2,"Water sample taken on 2004-03-25T00:27:00+00:00 from site GS043 (lat:-7.672\, long:-120.4046333)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm\,...",6.7,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913410,uncalculated,uncalculated,South Pacific Ocean:South Pacific Ocean:1850mi from Galapagos Islands,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:21Z,public,AB 3730xL Genetic Analyzer,7.672 S 120.4046333 W,GS043_0.1_sanger_2.0KB,PAIRED,RANDOM,GENOMIC,75,49,4.8,marine metagenome,0.089,CAPILLARY,2015-09-06T00:00:00Z,35.9,ERS689173,SAMEA3313111,ERS689173,1.7,ERS689173,ERP010013,27.6,GS043 0.1µm,4200,0.14
ERR833321,jcvi_cn_GS044_0.1,WGS,1661,PRJEB8968,SAMEA3313112,J CRAIG VENTER INSTITUTE,26-Mar-2004,public,"fastq,sra","ena,gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public,ena",2,"Water sample taken on 2004-03-26T00:25:00+00:00 from site GS044 (lat:-8.4301\, long:-124.2462333)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm...",7,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913411,uncalculated,uncalculated,South Pacific Ocean:South Pacific Ocean:600mi from French Polynesia,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:21Z,public,AB 3730xL Genetic Analyzer,8.4301 S 124.2462333 W,GS044_0.1_sanger_2.0KB,PAIRED,RANDOM,GENOMIC,70,48,5,marine metagenome,0.14,CAPILLARY,2015-09-06T00:00:00Z,39.4,ERS689174,SAMEA3313112,ERS689174,1.9,ERS689174,ERP010013,27.7,GS044 0.1µm,4000,0.12
ERR833323,jcvi_cn_GS045_0.1,WGS,1618,PRJEB8968,SAMEA3313114,J CRAIG VENTER INSTITUTE,2004-03-26T22:56:00+00:00,public,"sra,fastq","ncbi,gs,ena,s3","ncbi.public,ena,gs.US,s3.us-east-1",1.5,"Water sample taken on 2004-03-26T22:56:00+00:00 from site GS045 (lat:-9.035333333\, long:-127.7756667)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration throug...",7,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913413,uncalculated,uncalculated,South Pacific Ocean:South Pacific Ocean:400mi from French Polynesia,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:22Z,public,AB 3730xL Genetic Analyzer,9.035333333 S 127.7756667 W,GS045_0.1_sanger_2.0KB,PAIRED,RANDOM,GENOMIC,70,48,3.8,marine metagenome,0.32,CAPILLARY,2015-09-06T00:00:00Z,37,ERS689176,SAMEA3313114,ERS689176,1.4,ERS689176,ERP010013,28.3,GS045 0.1µm,4100,0.13
ERR833324,jcvi_cn_GS046_0.1,WGS,1712,PRJEB8968,SAMEA3313115,J CRAIG VENTER INSTITUTE,2004-03-27T22:00:00+00:00,public,"sra,fastq","gs,ncbi,s3,ena","gs.US,s3.us-east-1,ena,ncbi.public",1.7,"Water sample taken on 2004-03-27T22:00:00+00:00 from site GS046 (lat:-9.5758\, long:-131.4999)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm\, 0...",6.8,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913414,uncalculated,uncalculated,South Pacific Ocean:South Pacific Ocean:300mi from French Polynesia,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:22Z,public,AB 3730xL Genetic Analyzer,9.5758 S 131.4999 W,GS046_0.1_sanger_1.3KB,PAIRED,RANDOM,GENOMIC,63,42,3.2,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,35.6,ERS689177,SAMEA3313115,ERS689177,1.1,ERS689177,ERP010013,28.7,GS046 0.1µm,4100,0.13
ERR833326,jcvi_cn_GS048_0.1,WGS,1584,PRJEB8968,SAMEA3313117,J CRAIG VENTER INSTITUTE,2004-05-17T23:41:00+00:00,public,"sra,fastq","ncbi,ena,gs,s3","gs.US,s3.us-east-1,ncbi.public,ena",1.3,"Water sample taken on 2004-05-17T23:41:00+00:00 from site GS048 (lat:-17.48503333\, long:-149.8244333)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration throug...",5.7,ERC000011,2015-09-05,2018-11-16,ocean biome,reef,water,ERX913416,uncalculated,uncalculated,"South Pacific Ocean:Tuamotus Marine Ecoregion:inside Cook's Bay\, Moorea\, French Polynesia",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:22Z,public,AB 3730xL Genetic Analyzer,17.48503333 S 149.8244333 W,GS048_0.1_sanger_2.0KB,PAIRED,RANDOM,GENOMIC,69,48,0.015,marine metagenome,0.21,CAPILLARY,2015-09-06T00:00:00Z,35.1,ERS689179,SAMEA3313117,ERS689179,1.2,ERS689179,ERP010013,28.9,GS048 0.1µm,2.1,0.1
ERR833328,jcvi_cn_GS048_3.0,WGS,1641,PRJEB8968,SAMEA3313119,J CRAIG VENTER INSTITUTE,2004-05-17T23:41:00+00:00,public,"sra,fastq","ncbi,s3,gs,ena","ena,gs.US,s3.us-east-1,ncbi.public",1.3,"Water sample taken on 2004-05-17T23:41:00+00:00 from site GS048 (lat:-17.48503333\, long:-149.8244333)\, 3µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through ...",5.7,ERC000011,2015-09-05,2018-11-16,ocean biome,reef,water,ERX913418,uncalculated,uncalculated,"South Pacific Ocean:Tuamotus Marine Ecoregion:inside Cook's Bay\, Moorea\, French Polynesia",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:22Z,public,AB 3730xL Genetic Analyzer,17.48503333 S 149.8244333 W,GS048_3.0_sanger_10.0KB,PAIRED,RANDOM,GENOMIC,7,5,0.015,marine metagenome,0.21,CAPILLARY,2015-09-06T00:00:00Z,35.1,ERS689181,SAMEA3313119,ERS689181,1.2,ERS689181,ERP010013,28.9,GS048 3µm,2.1,0.1
ERR833330,jcvi_cn_GS050_0.1,WGS,1582,PRJEB8968,SAMEA3313121,J CRAIG VENTER INSTITUTE,2004-05-19T18:38:00+00:00,public,"fastq,sra","ena,s3,gs,ncbi","ena,ncbi.public,gs.US,s3.us-east-1",1.1,"Water sample taken on 2004-05-19T18:38:00+00:00 from site GS050 (lat:-15.2887\, long:-148.2319667)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µ...",4.3,ERC000011,2015-09-05,2018-11-16,ocean biome,coastal ocean,water,ERX913420,uncalculated,uncalculated,"South Pacific Ocean:Tuamotus Marine Ecoregion:Tikehau Lagoon\, French Polynesia",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:22Z,public,AB 3730xL Genetic Analyzer,15.2887 S 148.2319667 W,GS050_0.1_sanger_1.6KB,PAIRED,RANDOM,GENOMIC,74,52,0.44,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,36.2,ERS689183,SAMEA3313121,ERS689183,0.52,ERS689183,ERP010013,27.8,GS050 0.1µm,11,0.07
ERR833332,jcvi_cn_GS052_0.1,WGS,1695,PRJEB8968,SAMEA3313123,J CRAIG VENTER INSTITUTE,2004-06-10T22:32:00+00:00,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,s3.us-east-1,ncbi.public",2,"Water sample taken on 2004-06-10T22:32:00+00:00 from site GS052 (lat:-17.99066667\, long:-154.2786667)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration throug...",4.3,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913422,uncalculated,uncalculated,South Pacific Ocean:Tuamotus Marine Ecoregion:leaving French Polynesia,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:23Z,public,AB 3730xL Genetic Analyzer,17.99066667 S 154.2786667 W,GS052_0.1_sanger_3.0KB,PAIRED,RANDOM,GENOMIC,48,32,0.54,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,35.8,ERS689185,SAMEA3313123,ERS689185,0.56,ERS689185,ERP010013,28,GS052 0.1µm,3700,0.03
ERR833334,jcvi_cn_GS054_0.1,WGS,1563,PRJEB8968,SAMEA3313125,J CRAIG VENTER INSTITUTE,2004-06-19T00:34:00+00:00,public,"fastq,sra","ena,ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public,ena",1.9,"Water sample taken on 2004-06-19T00:34:00+00:00 from site GS054 (lat:-20.70766667\, long:-163.108)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µ...",3.3,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913424,uncalculated,uncalculated,South Pacific Ocean:Southern Cook Islands Marine Ecoregion:641mi from Kingdom of Tonga,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:20Z,2018-03-09T13:30:50Z,public,AB 3730xL Genetic Analyzer,20.70766667 S 163.108 W,GS054_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,7,4,0.38,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,35.4,ERS689187,SAMEA3313125,ERS689187,0.82,ERS689187,ERP010013,26.5,GS054 0.1µm,4600,0.06
ERR833336,jcvi_cn_GS057_0.1,WGS,1556,PRJEB8968,SAMEA3313127,J CRAIG VENTER INSTITUTE,2004-07-04T00:22:00+00:00,public,"fastq,sra","ncbi,ena,gs,s3","gs.US,s3.us-east-1,ncbi.public,ena",1.4,"Water sample taken on 2004-07-04T00:22:00+00:00 from site GS057 (lat:-19.26406667\, long:-177.9716)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3...",2.4,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913426,uncalculated,uncalculated,South Pacific Ocean:Fiji Islands Marine Ecoregion:200mi from Kingdom of Tonga,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:23Z,public,AB 3730xL Genetic Analyzer,19.26406667 S 177.9716 W,GS057_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,6,4,0.62,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,35.1,ERS689189,SAMEA3313127,ERS689189,0.79,ERS689189,ERP010013,26.5,GS057 0.1µm,1600,0.07
ERR833338,jcvi_cn_GS058_0.1,WGS,1472,PRJEB8968,SAMEA3313128,J CRAIG VENTER INSTITUTE,2004-07-15T22:00:00+00:00,public,"fastq,sra","ena,s3,gs,ncbi","ena,ncbi.public,gs.US,s3.us-east-1",1.6,"Water sample taken on 2004-07-15T22:00:00+00:00 from site GS058 (lat:-16.92493333\, long:179.7728)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µ...",6.8,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913428,uncalculated,uncalculated,"South Pacific Ocean:Fiji Islands Marine Ecoregion:5mi from Taveuni\, Fiji",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:23Z,public,AB 3730xL Genetic Analyzer,16.92493333 S 179.7728 E,GS058_0.1_sanger_40.0KB,PAIRED,RANDOM,GENOMIC,11,8,0.54,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,35,ERS689190,SAMEA3313128,ERS689190,0.76,ERS689190,ERP010013,26.2,GS058 0.1µm,760,0.12
ERR833340,jcvi_cn_GS058_0.1,WGS,1717,PRJEB8968,SAMEA3313128,J CRAIG VENTER INSTITUTE,2004-07-15T22:00:00+00:00,public,"fastq,sra","ena,gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US,ena",1.6,"Water sample taken on 2004-07-15T22:00:00+00:00 from site GS058 (lat:-16.92493333\, long:179.7728)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µ...",6.8,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913430,uncalculated,uncalculated,"South Pacific Ocean:Fiji Islands Marine Ecoregion:5mi from Taveuni\, Fiji",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:23Z,public,AB 3730xL Genetic Analyzer,16.92493333 S 179.7728 E,GS058_0.1_sanger_40.0KB,PAIRED,RANDOM,GENOMIC,0,0,0.54,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,35,ERS689190,SAMEA3313128,ERS689190,0.76,ERS689190,ERP010013,26.2,GS058 0.1µm,760,0.12
ERR833342,jcvi_cn_GS060_0.1,WGS,1562,PRJEB8968,SAMEA3313130,J CRAIG VENTER INSTITUTE,2004-07-26T00:34:00+00:00,public,"fastq,sra","ena,s3,gs,ncbi","ena,ncbi.public,gs.US,s3.us-east-1",1.7,"Water sample taken on 2004-07-26T00:34:00+00:00 from site GS060 (lat:-17.3309\, long:177.1457667)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm...",6.6,ERC000011,2015-09-05,2018-11-16,ocean biome,coastal ocean,water,ERX913432,uncalculated,uncalculated,"South Pacific Ocean:Fiji Islands Marine Ecoregion:Wayasewa Island\, Fiji",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:19Z,2018-03-09T13:29:28Z,public,AB 3730xL Genetic Analyzer,17.3309 S 177.1457667 E,GS060_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,6,4,0.66,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,35,ERS689192,SAMEA3313130,ERS689192,0.78,ERS689192,ERP010013,26.8,GS060 0.1µm,17,0.22
ERR833345,jcvi_cn_GS063_0.1,WGS,1545,PRJEB8968,SAMEA3313133,J CRAIG VENTER INSTITUTE,2004-08-05T05:32:00+00:00,public,"sra,fastq","gs,ncbi,s3,ena","ena,gs.US,s3.us-east-1,ncbi.public",1.8,"Water sample taken on 2004-08-05T05:32:00+00:00 from site GS063 (lat:-15.54456667\, long:167.2279333)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through...",5.2,ERC000011,2015-09-05,2018-11-16,ocean biome,bay,water,ERX913435,uncalculated,uncalculated,"South Pacific Ocean:Vanuatu Marine Ecoregion:Off of Lugansville (close to SS Coolidge)\, Espiritu Santo\, Vanuatu",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:25Z,public,AB 3730xL Genetic Analyzer,15.54456667 S 167.2279333 E,GS063_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,6,4,0.31,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,35,ERS689195,SAMEA3313133,ERS689195,0.85,ERS689195,ERP010013,27,GS063 0.1µm,79,0.1
